count,delta,accelx,accely,accelz,pos1x,pos1y,pos1z,pos2x,pos2y,pos2z,gforcex,gforcey,gforcez,movementType
103.620000,0.019997,-9.614816,-1.615591,-1.082741,-1.045312,1.206669,-7.288477,-1.045312,1.206685,-7.288579,-0.980107,-0.164607,-0.110887,Transition
103.640000,0.020004,-9.259884,-1.789387,-0.982974,-1.038208,1.203171,-7.286402,-1.045312,1.206669,-7.288477,-0.980124,-0.164576,-0.110778,Walking
103.660000,0.019997,-8.466566,-1.814270,-1.235883,-1.015192,1.199288,-7.290005,-1.038208,1.203171,-7.286402,-0.980380,-0.165150,-0.107613,Walking
103.680000,0.020004,-8.431257,-1.834557,-1.141917,-0.991311,1.195228,-7.293530,-1.015192,1.199288,-7.290005,-0.981146,-0.166318,-0.098442,Walking
103.700000,0.019997,-8.400258,-1.848830,-0.963975,-0.966615,1.191251,-7.296378,-0.991311,1.195228,-7.293530,-0.982191,-0.168189,-0.083745,Walking
103.720000,0.020004,-8.366636,-1.863175,-0.729494,-0.941035,1.187535,-7.298488,-0.966615,1.191251,-7.296378,-0.983217,-0.170991,-0.063610,Walking
103.740000,0.019997,-8.380776,-1.867948,-0.372657,-0.915614,1.184448,-7.298522,-0.941035,1.187535,-7.298488,-0.983899,-0.174678,-0.037815,Walking
103.760000,0.019997,-8.362835,-1.881892,0.029003,-0.889863,1.182018,-7.296748,-0.915614,1.184448,-7.298522,-0.983749,-0.179447,-0.006088,Walking
103.780000,0.020004,-8.376069,-1.899705,0.543908,-0.864677,1.180377,-7.292111,-0.889863,1.182018,-7.296748,-0.982169,-0.185287,0.031819,Walking
103.800000,0.019997,-8.393568,-1.934387,1.140618,-0.840572,1.179324,-7.284179,-0.864677,1.180377,-7.292111,-0.978496,-0.191819,0.075833,Walking
103.820000,0.020004,-8.385427,-1.976983,1.781712,-0.817588,1.178820,-7.273220,-0.840572,1.179324,-7.284179,-0.971903,-0.198957,0.125779,Walking
103.840000,0.019997,-8.400782,-2.071002,2.573817,-0.796885,1.177913,-7.256921,-0.817588,1.178820,-7.273220,-0.961885,-0.206488,0.179278,Walking
103.860000,0.020004,-8.438145,-2.152606,3.177664,-0.779558,1.176819,-7.239251,-0.796885,1.177913,-7.256921,-0.948455,-0.213857,0.233878,Walking
103.880000,0.019997,-8.863504,-2.224969,3.874479,-0.773319,1.175061,-7.216461,-0.779558,1.176819,-7.239251,-0.935322,-0.217846,0.278776,Walking
103.900000,0.019997,-9.275126,-2.232980,4.293683,-0.776604,1.172683,-7.189784,-0.773319,1.175061,-7.216461,-0.928731,-0.215499,0.301692,Walking
103.920000,0.020004,-9.279638,-2.208869,4.484691,-0.780294,1.169576,-7.161066,-0.776604,1.172683,-7.189784,-0.927131,-0.209332,0.310818,Walking
103.940000,0.019997,-9.357323,-2.216321,4.592910,-0.785190,1.164523,-7.130344,-0.780294,1.169576,-7.161066,-0.928899,-0.200165,0.311577,Walking
103.960000,0.020004,-9.423165,-2.137809,4.573205,-0.790374,1.158592,-7.098427,-0.785190,1.164523,-7.130344,-0.934150,-0.187701,0.303534,Walking
103.980000,0.019997,-9.519365,-2.000637,4.504141,-0.795975,1.152489,-7.064911,-0.790374,1.158592,-7.098427,-0.941818,-0.172827,0.288286,Walking
104.000000,0.020004,-9.635221,-1.801449,4.395402,-0.801947,1.146996,-7.028882,-0.795975,1.152489,-7.064911,-0.951756,-0.155645,0.264454,Walking
104.020000,0.019997,-9.735632,-1.594487,4.137562,-0.807857,1.142043,-6.992214,-0.801947,1.146996,-7.028882,-0.962288,-0.137285,0.234851,Walking
104.040000,0.020004,-9.948936,-1.369528,3.983332,-0.816062,1.138247,-6.951811,-0.807857,1.142043,-6.992214,-0.972354,-0.120261,0.200165,Walking
104.060000,0.019997,-10.084150,-1.188012,3.698071,-0.825250,1.135415,-6.909523,-0.816062,1.138247,-6.951811,-0.981108,-0.106666,0.161399,Walking
104.080000,0.019997,-10.273720,-1.022029,3.496803,-0.836902,1.134297,-6.863142,-0.825250,1.135415,-6.909523,-0.987875,-0.098485,0.120017,Walking
104.100000,0.020004,-10.342430,-0.931817,3.244936,-0.849075,1.134966,-6.813137,-0.836902,1.134297,-6.863142,-0.992244,-0.098397,0.075963,Walking
104.120000,0.019997,-10.336760,-0.915768,2.896938,-0.860795,1.137352,-6.761214,-0.849075,1.134966,-6.813137,-0.993947,-0.105509,0.030616,Walking
104.140000,0.020004,-10.280620,-0.936988,2.513646,-0.871710,1.142621,-6.707784,-0.860795,1.137352,-6.761214,-0.992355,-0.122367,-0.016031,Walking
104.160000,0.019997,-10.133140,-1.106885,2.013294,-0.880732,1.149457,-6.654933,-0.871710,1.142621,-6.707784,-0.986950,-0.147677,-0.064191,Walking
104.180000,0.020004,-9.921875,-1.313233,1.453619,-0.887352,1.157786,-6.603414,-0.880732,1.149457,-6.654933,-0.977670,-0.176311,-0.114353,Walking
104.200000,0.019997,-9.659025,-1.573153,0.819064,-0.891374,1.166663,-6.554081,-0.887352,1.157786,-6.603414,-0.964107,-0.205616,-0.167990,Walking
104.220000,0.020004,-9.381858,-1.826770,0.199949,-0.893328,1.175714,-6.506046,-0.891374,1.166663,-6.554081,-0.946398,-0.232334,-0.224393,Walking
104.240000,0.019997,-9.055422,-2.042846,-0.507790,-0.893107,1.184849,-6.460402,-0.893328,1.175714,-6.506046,-0.924210,-0.254811,-0.284443,Walking
104.260000,0.019997,-8.732364,-2.222015,-1.164227,-0.891721,1.193957,-6.415581,-0.893107,1.184849,-6.460402,-0.897212,-0.272933,-0.347158,Walking
104.280000,0.020004,-8.385013,-2.366472,-1.843976,-0.889628,1.203151,-6.372014,-0.891721,1.193957,-6.415581,-0.865406,-0.288082,-0.409977,Walking
104.300000,0.019997,-7.966649,-2.515140,-2.513640,-0.886300,1.211972,-6.329883,-0.889628,1.203151,-6.372014,-0.829059,-0.301355,-0.471006,Walking
104.320000,0.020004,-7.534440,-2.649960,-3.123907,-0.882163,1.220416,-6.288676,-0.886300,1.211972,-6.329883,-0.789118,-0.313156,-0.528418,Walking
104.340000,0.019997,-7.088540,-2.795752,-3.784638,-0.877461,1.228030,-6.250342,-0.882163,1.220416,-6.288676,-0.746556,-0.323803,-0.581211,Walking
104.360000,0.020004,-6.642620,-2.926324,-4.323219,-0.872483,1.234795,-6.213368,-0.877461,1.228030,-6.250342,-0.702491,-0.332771,-0.629103,Walking
104.380000,0.019997,-6.198687,-3.050826,-4.850107,-0.867354,1.240253,-6.178438,-0.872483,1.234795,-6.213368,-0.658021,-0.338815,-0.672468,Walking
104.400000,0.019997,-5.772240,-3.173691,-5.335181,-0.861917,1.243599,-6.145803,-0.867354,1.240253,-6.178438,-0.616123,-0.340573,-0.710213,Walking
104.420000,0.020004,-5.384182,-3.219152,-5.708914,-0.856292,1.245538,-6.114176,-0.861917,1.243599,-6.145803,-0.577510,-0.338032,-0.743113,Walking
104.440000,0.019997,-5.142559,-3.245122,-6.096192,-0.851885,1.245356,-6.085104,-0.856292,1.245538,-6.114176,-0.546679,-0.329871,-0.769628,Walking
104.460000,0.020004,-4.979017,-3.140938,-6.353298,-0.848264,1.244597,-6.057268,-0.851885,1.245356,-6.085104,-0.525997,-0.316306,-0.789479,Walking
104.480000,0.019997,-4.947949,-3.056458,-6.625031,-0.846119,1.242096,-6.032182,-0.848264,1.244597,-6.057268,-0.515317,-0.298816,-0.803217,Walking
104.500000,0.020004,-5.069551,-2.973102,-6.887210,-0.845850,1.237043,-6.011178,-0.846119,1.242096,-6.032182,-0.518140,-0.277324,-0.809088,Walking
104.520000,0.019997,-5.228346,-2.794242,-6.986824,-0.846309,1.230858,-5.992218,-0.845850,1.237043,-6.011178,-0.530626,-0.253304,-0.808872,Walking
104.540000,0.020004,-5.632346,-2.753424,-7.282405,-0.850226,1.220847,-5.980886,-0.846309,1.230858,-5.992218,-0.554182,-0.229664,-0.800085,Walking
104.560000,0.019997,-5.947816,-2.572704,-7.231966,-0.853890,1.210210,-5.972111,-0.850226,1.220847,-5.980886,-0.587622,-0.208028,-0.781937,Walking
104.580000,0.019997,-6.331141,-2.458902,-7.226834,-0.857454,1.198115,-5.968405,-0.853890,1.210210,-5.972111,-0.627210,-0.188994,-0.755572,Walking
104.600000,0.020004,-6.718004,-2.300575,-6.982949,-0.859616,1.186146,-5.967142,-0.857454,1.198115,-5.968405,-0.673794,-0.173522,-0.718256,Walking
104.620000,0.019997,-7.144290,-2.132305,-6.617039,-0.860559,1.174939,-5.967731,-0.859616,1.186146,-5.967142,-0.723457,-0.160230,-0.671518,Walking
104.640000,0.020004,-7.640773,-1.941452,-6.087981,-0.861032,1.165230,-5.969333,-0.860559,1.174939,-5.967731,-0.776466,-0.148434,-0.612427,Walking
104.660000,0.019997,-8.139694,-1.749881,-5.427553,-0.861040,1.157141,-5.971717,-0.861032,1.165230,-5.969333,-0.829694,-0.137139,-0.541111,Walking
104.680000,0.020004,-8.612780,-1.541502,-4.672651,-0.861005,1.150883,-5.974582,-0.861040,1.157141,-5.971717,-0.878139,-0.125247,-0.461719,Walking
104.700000,0.019997,-8.992448,-1.346982,-3.879466,-0.860475,1.146421,-5.978329,-0.861005,1.150883,-5.974582,-0.919364,-0.114564,-0.376357,Walking
