count,delta,accelx,accely,accelz,pos1x,pos1y,pos1z,pos2x,pos2y,pos2z,gforcex,gforcey,gforcez,movementType
429.600000,0.019989,-9.614816,-1.615594,-1.082775,0.950936,0.901669,-3.207824,0.950935,0.901685,-3.207924,-0.980107,-0.164607,-0.110887,Transition
429.620000,0.020020,-9.464035,-1.698988,-0.937438,0.953881,0.900118,-3.204364,0.950936,0.901669,-3.207824,-0.979730,-0.165292,-0.113175,Walking
429.640000,0.019989,-8.795969,-1.744017,-1.100623,0.970183,0.897779,-3.204397,0.953881,0.900118,-3.204364,-0.979768,-0.165848,-0.112027,Walking
429.660000,0.020020,-8.740531,-1.766296,-1.010185,0.987954,0.894632,-3.205163,0.970183,0.897779,-3.204397,-0.981468,-0.164027,-0.099073,Walking
429.680000,0.019989,-8.685696,-1.759316,-0.787296,1.007354,0.890818,-3.206306,0.987954,0.894632,-3.205163,-0.984324,-0.159893,-0.074429,Walking
429.700000,0.019989,-8.614750,-1.719990,-0.442146,1.028782,0.886508,-3.207677,1.007354,0.890818,-3.206306,-0.987438,-0.153350,-0.038079,Walking
429.720000,0.020020,-8.543514,-1.637480,0.044748,1.052062,0.882135,-3.208629,1.028782,0.886508,-3.207677,-0.989438,-0.144652,0.009411,Walking
429.740000,0.019989,-8.406441,-1.517659,0.631706,1.077910,0.878027,-3.209157,1.052062,0.882135,-3.208629,-0.988741,-0.133755,0.067084,Walking
429.760000,0.019989,-8.238890,-1.340931,1.321169,1.106135,0.874750,-3.208894,1.077910,0.878027,-3.209157,-0.983782,-0.119980,0.133335,Walking
429.780000,0.020020,-8.022526,-1.110820,2.124700,1.136713,0.872698,-3.206489,1.106135,0.874750,-3.208894,-0.973489,-0.102782,0.204340,Walking
429.800000,0.019989,-7.716586,-0.821338,2.940120,1.170144,0.872252,-3.202252,1.136713,0.872698,-3.206489,-0.957092,-0.081450,0.278103,Walking
429.820000,0.019989,-7.488460,-0.489518,3.967226,1.203831,0.873556,-3.191532,1.170144,0.872252,-3.202252,-0.935140,-0.056553,0.349736,Walking
429.840000,0.020020,-7.318475,-0.130545,4.567231,1.235713,0.876546,-3.182036,1.203831,0.873556,-3.191532,-0.908359,-0.028529,0.417218,Walking
429.860000,0.019989,-7.784485,0.091616,5.440513,1.253152,0.878945,-3.165523,1.235713,0.876546,-3.182036,-0.882462,-0.002895,0.470375,Walking
429.880000,0.020020,-8.317805,0.098085,6.181468,1.257121,0.878234,-3.139222,1.253152,0.878945,-3.165523,-0.868101,0.013619,0.496201,Walking
429.900000,0.019989,-8.320559,0.165749,6.418556,1.259778,0.876646,-3.110295,1.257121,0.878234,-3.139222,-0.861719,0.024991,0.506771,Walking
429.920000,0.019989,-8.534817,0.151564,6.740629,1.257609,0.872702,-3.075725,1.259778,0.876646,-3.110295,-0.858949,0.035566,0.510824,Walking
429.940000,0.020020,-8.653787,0.240088,6.816226,1.253321,0.868714,-3.038997,1.257609,0.872702,-3.075725,-0.860305,0.044777,0.507809,Walking
429.960000,0.019989,-8.898826,0.267826,6.949121,1.245136,0.863958,-2.997835,1.253321,0.868714,-3.038997,-0.865378,0.051559,0.498460,Walking
429.980000,0.019989,-9.178613,0.272241,7.020736,1.233326,0.858737,-2.951683,1.245136,0.863958,-2.997835,-0.875411,0.054374,0.480311,Walking
430.000000,0.020020,-9.374341,0.274990,6.919133,1.220213,0.853816,-2.902556,1.233326,0.858737,-2.951683,-0.888822,0.053087,0.455167,Walking
430.020000,0.019989,-9.747158,0.235048,6.911861,1.202925,0.849412,-2.847135,1.220213,0.853816,-2.902556,-0.905432,0.046419,0.421945,Walking
430.040000,0.019989,-9.929050,0.179078,6.615050,1.185645,0.846232,-2.789578,1.202925,0.849412,-2.847135,-0.924015,0.034475,0.380800,Walking
430.060000,0.020020,-10.154550,0.100255,6.310864,1.167489,0.844479,-2.728670,1.185645,0.846232,-2.789578,-0.942672,0.019146,0.333170,Walking
430.080000,0.019989,-10.370760,0.007940,5.864467,1.148651,0.845003,-2.665607,1.167489,0.844479,-2.728670,-0.961096,-0.001866,0.276209,Walking
430.100000,0.019989,-10.480560,-0.148308,5.314203,1.130742,0.847590,-2.600806,1.148651,0.845003,-2.665607,-0.977022,-0.028310,0.211252,Walking
430.120000,0.020020,-10.605010,-0.338238,4.630799,1.112552,0.853373,-2.535127,1.130742,0.847590,-2.600806,-0.988421,-0.063926,0.137616,Walking
430.140000,0.019989,-10.521030,-0.677759,3.881329,1.096863,0.861017,-2.468842,1.112552,0.853373,-2.535127,-0.992472,-0.108071,0.057620,Walking
430.160000,0.020020,-10.428590,-1.019616,3.076927,1.081990,0.871455,-2.402800,1.096863,0.861017,-2.468842,-0.987327,-0.157081,-0.022621,Walking
430.180000,0.019989,-10.207450,-1.432568,2.301306,1.068685,0.884015,-2.337400,1.081990,0.871455,-2.402800,-0.972666,-0.210083,-0.098929,Walking
430.200000,0.019989,-9.837466,-1.886417,1.596629,1.058367,0.897589,-2.272230,1.068685,0.884015,-2.337400,-0.950182,-0.261522,-0.169590,Walking
430.220000,0.020020,-9.456837,-2.300494,0.856112,1.050307,0.911830,-2.209499,1.058367,0.897589,-2.272230,-0.922956,-0.307017,-0.232150,Walking
430.240000,0.019989,-9.059019,-2.660430,0.256868,1.044408,0.926469,-2.148115,1.050307,0.911830,-2.209499,-0.893368,-0.345849,-0.286849,Walking
430.260000,0.019989,-8.679687,-2.985651,-0.364466,1.039919,0.941127,-2.089355,1.044408,0.926469,-2.148115,-0.861884,-0.379099,-0.336810,Walking
430.280000,0.020020,-8.325752,-3.285749,-1.001829,1.036158,0.955222,-2.034259,1.039919,0.941127,-2.089355,-0.829552,-0.406710,-0.382663,Walking
430.300000,0.019989,-7.970654,-3.526759,-1.518857,1.032866,0.969121,-1.981053,1.036158,0.955222,-2.034259,-0.795713,-0.430384,-0.426159,Walking
