count,delta,accelx,accely,accelz,pos1x,pos1y,pos1z,pos2x,pos2y,pos2z,gforcex,gforcey,gforcez,movementType
112.540000,0.020004,-9.600747,-1.624858,-1.088496,1.198285,0.901685,-3.442296,1.198017,0.901815,-3.442301,-0.980034,-0.164974,-0.110983,Transition
112.560000,0.019997,-10.235720,-1.540946,0.464707,1.185233,0.902383,-3.405303,1.198285,0.901685,-3.442296,-0.976860,-0.160634,-0.141211,Walking
112.580000,0.019997,-10.399200,-1.406437,0.200648,1.166917,0.904598,-3.361287,1.185233,0.902383,-3.405303,-0.966693,-0.154659,-0.203924,Walking
112.600000,0.020004,-10.252110,-1.298184,-0.019781,1.148336,0.908704,-3.308559,1.166917,0.904598,-3.361287,-0.950384,-0.153255,-0.270709,Walking
112.620000,0.019997,-9.997378,-1.219558,-0.309497,1.130426,0.914605,-3.248125,1.148336,0.908704,-3.308559,-0.927803,-0.154401,-0.339621,Walking
112.640000,0.020004,-9.629375,-1.137269,-0.618585,1.114252,0.922527,-3.180288,1.130426,0.914605,-3.248125,-0.899169,-0.156301,-0.408736,Walking
112.660000,0.019997,-9.172595,-1.128256,-1.019593,1.100518,0.930832,-3.107213,1.114252,0.922527,-3.180288,-0.865009,-0.157344,-0.476448,Walking
112.680000,0.020004,-8.637111,-1.081177,-1.429484,1.089804,0.940239,-3.029591,1.100518,0.930832,-3.107213,-0.825847,-0.158151,-0.541263,Walking
112.700000,0.019997,-8.040742,-1.152775,-1.912599,1.082494,0.948569,-2.949762,1.089804,0.940239,-3.029591,-0.782381,-0.159971,-0.601904,Walking
112.720000,0.020004,-7.465033,-1.294013,-2.405632,1.077880,0.954376,-2.869188,1.082494,0.948569,-2.949762,-0.737449,-0.161499,-0.655810,Walking
112.740000,0.019997,-6.928024,-1.403666,-2.792454,1.075356,0.958356,-2.787352,1.077880,0.954376,-2.869188,-0.693356,-0.163376,-0.701830,Walking
112.760000,0.019997,-6.581768,-1.826849,-3.265068,1.072540,0.954118,-2.708247,1.075356,0.958356,-2.787352,-0.656569,-0.164618,-0.736083,Walking
112.780000,0.020004,-6.210664,-2.030216,-3.447347,1.071483,0.946032,-2.627947,1.072540,0.954118,-2.708247,-0.627707,-0.165748,-0.760600,Walking
112.800000,0.019997,-6.155921,-2.386461,-4.972807,1.068386,0.930598,-2.575601,1.071483,0.946032,-2.627947,-0.611727,-0.164591,-0.773757,Walking
112.820000,0.020004,-6.412386,-2.465223,-6.371163,1.061755,0.912000,-2.552154,1.068386,0.930598,-2.575601,-0.619869,-0.156528,-0.768935,Walking
112.840000,0.019997,-6.558106,-2.346020,-6.272160,1.055837,0.893335,-2.529242,1.061755,0.912000,-2.552154,-0.638343,-0.143997,-0.756164,Walking
112.860000,0.020004,-6.662827,-2.201930,-6.352074,1.050493,0.874727,-2.509699,1.055837,0.893335,-2.529242,-0.651955,-0.129636,-0.747094,Walking
112.880000,0.019997,-6.748199,-2.047670,-6.346185,1.045133,0.856436,-2.491079,1.050493,0.874727,-2.509699,-0.660568,-0.115490,-0.741830,Walking
112.900000,0.019997,-6.788585,-1.911054,-6.422385,1.039786,0.838873,-2.474417,1.045133,0.856436,-2.491079,-0.664749,-0.105278,-0.739612,Walking
112.920000,0.020004,-6.919146,-1.866621,-6.613020,1.032863,0.821006,-2.462338,1.039786,0.838873,-2.474417,-0.670040,-0.099231,-0.735663,Walking
112.940000,0.019997,-7.042542,-1.824210,-6.664498,1.025702,0.803249,-2.453253,1.032863,0.821006,-2.462338,-0.681391,-0.095433,-0.725671,Walking
112.960000,0.020004,-7.352147,-1.436828,-6.662515,1.015685,0.792212,-2.447202,1.025702,0.803249,-2.453253,-0.698407,-0.090224,-0.709991,Walking
112.980000,0.019997,-7.578365,-1.129883,-6.474118,1.004911,0.785570,-2.440973,1.015685,0.792212,-2.447202,-0.717590,-0.081320,-0.691702,Walking
113.000000,0.020004,-7.849844,-0.596743,-6.253753,0.991737,0.787037,-2.433273,1.004911,0.785570,-2.440973,-0.733060,-0.068303,-0.676726,Walking
113.020000,0.019997,-8.131194,-0.117934,-6.134774,0.975350,0.794743,-2.425552,0.991737,0.787037,-2.433273,-0.745331,-0.051307,-0.664717,Walking
113.040000,0.020004,-8.296462,0.220255,-6.048707,0.957789,0.805523,-2.418308,0.975350,0.794743,-2.425552,-0.756227,-0.032480,-0.653502,Walking
113.060000,0.019997,-8.530362,0.684365,-5.983927,0.937534,0.823202,-2.411996,0.957789,0.805523,-2.418308,-0.766304,-0.020361,-0.642156,Walking
113.080000,0.019997,-8.585619,0.751479,-5.928234,0.917983,0.842090,-2.406757,0.937534,0.823202,-2.411996,-0.775523,-0.019681,-0.631012,Walking
113.100000,0.020004,-8.630468,0.755446,-5.892233,0.898971,0.863376,-2.402689,0.917983,0.842090,-2.406757,-0.782886,-0.031462,-0.621369,Walking
113.120000,0.019997,-8.589139,0.474977,-5.949318,0.881494,0.883374,-2.400949,0.898971,0.863376,-2.402689,-0.786458,-0.053524,-0.615321,Walking
113.140000,0.020004,-8.491390,0.172337,-6.023499,0.865881,0.902094,-2.401094,0.881494,0.883374,-2.400949,-0.786024,-0.077823,-0.613279,Walking
113.160000,0.019997,-8.425955,-0.027559,-6.081855,0.851020,0.921001,-2.402291,0.865881,0.902094,-2.401094,-0.783155,-0.099196,-0.613864,Walking
113.180000,0.020004,-8.306876,-0.220449,-6.131813,0.837775,0.939105,-2.404052,0.851020,0.921001,-2.402291,-0.779283,-0.114723,-0.616082,Walking
113.200000,0.019997,-8.201605,-0.353401,-6.194652,0.825924,0.956251,-2.406498,0.837775,0.939105,-2.404052,-0.775635,-0.123429,-0.618996,Walking
113.220000,0.020004,-8.143486,-0.436013,-6.178492,0.814555,0.972402,-2.407909,0.825924,0.956251,-2.406498,-0.772186,-0.126748,-0.622627,Walking
113.240000,0.019997,-8.055206,-0.483176,-6.208387,0.804319,0.987761,-2.409164,0.814555,0.972402,-2.407909,-0.768942,-0.127551,-0.626465,Walking
113.260000,0.019997,-8.068424,-0.634826,-6.171955,0.793256,1.000461,-2.409080,0.804319,0.987761,-2.409164,-0.766077,-0.129449,-0.629578,Walking
113.280000,0.020004,-8.007575,-0.749471,-6.249043,0.782878,1.011610,-2.410050,0.793256,1.000461,-2.409080,-0.763382,-0.133215,-0.632062,Walking
113.300000,0.019997,-7.977071,-0.914757,-6.356851,0.772485,1.020045,-2.412547,0.782878,1.011610,-2.410050,-0.760178,-0.136245,-0.635270,Walking
113.320000,0.020004,-7.927667,-1.100731,-6.472967,0.762335,1.024984,-2.416532,0.772485,1.020045,-2.412547,-0.756398,-0.137371,-0.639525,Walking
113.340000,0.019997,-7.859347,-1.162713,-6.550458,0.752787,1.028468,-2.421118,0.762335,1.024984,-2.416532,-0.752485,-0.136287,-0.644354,Walking
113.360000,0.020004,-7.764812,-1.373942,-6.593565,0.744604,1.027912,-2.425999,0.752787,1.028468,-2.421118,-0.749821,-0.137221,-0.647255,Walking
113.380000,0.019997,-7.678983,-1.469506,-6.551162,0.738031,1.026531,-2.430139,0.744604,1.027912,-2.425999,-0.749262,-0.142757,-0.646704,Walking
