count,delta,accelx,accely,accelz,pos1x,pos1y,pos1z,pos2x,pos2y,pos2z,gforcex,gforcey,gforcez,movementType
1233.880000,0.020020,-9.600758,-1.624862,-1.088497,1.380533,0.901685,-3.746116,1.380265,0.901815,-3.746121,-0.980034,-0.164974,-0.110983,Transition
1233.900000,0.020020,-10.143350,-1.736821,-1.209072,1.369717,0.900480,-3.748333,1.380533,0.901685,-3.746116,-0.978905,-0.170909,-0.111961,Walking
1233.920000,0.019897,-9.383943,-1.877179,-1.042087,1.373769,0.898426,-3.747572,1.369717,0.900480,-3.748333,-0.977329,-0.180831,-0.110126,Walking
1233.940000,0.020020,-9.355933,-1.972541,-0.842563,1.378400,0.895543,-3.744651,1.373769,0.898426,-3.747572,-0.977294,-0.186393,-0.100763,Walking
1233.960000,0.020020,-9.382120,-2.032005,-0.573162,1.382739,0.891862,-3.739586,1.378400,0.895543,-3.744651,-0.978476,-0.188396,-0.084218,Walking
1233.980000,0.020020,-9.434551,-2.041654,-0.229785,1.386388,0.887891,-3.732260,1.382739,0.891862,-3.739586,-0.980309,-0.187899,-0.060727,Walking
1234.000000,0.020020,-9.531826,-2.088287,0.197397,1.388386,0.882822,-3.721973,1.386388,0.887891,-3.732260,-0.981818,-0.187063,-0.032255,Walking
1234.020000,0.020020,-9.614459,-2.099745,0.625842,1.388802,0.877692,-3.709348,1.388386,0.882822,-3.721973,-0.982184,-0.187919,-0.000487,Walking
1234.040000,0.019897,-9.672278,-2.175901,1.125554,1.387796,0.871905,-3.693399,1.388802,0.877692,-3.709348,-0.980808,-0.192157,0.033024,Walking
1234.060000,0.020020,-9.735133,-2.289565,1.640267,1.384813,0.865786,-3.673334,1.387796,0.871905,-3.693399,-0.977176,-0.202233,0.065034,Walking
1234.080000,0.020020,-9.794916,-2.443280,2.029256,1.379438,0.859856,-3.651411,1.384813,0.865786,-3.673334,-0.971097,-0.218864,0.095230,Walking
1234.100000,0.020020,-9.826212,-2.724806,2.645302,1.371660,0.853271,-3.622365,1.379438,0.859856,-3.651411,-0.962044,-0.244228,0.121754,Walking
1234.120000,0.020020,-9.892416,-3.047784,2.762167,1.360138,0.846821,-3.595395,1.371660,0.853271,-3.622365,-0.949737,-0.277841,0.144238,Walking
1234.140000,0.020020,-9.696014,-3.457529,3.157032,1.350018,0.838922,-3.563138,1.360138,0.846821,-3.595395,-0.936848,-0.312229,0.157573,Walking
1234.160000,0.019897,-9.376582,-3.770980,3.455105,1.344712,0.829774,-3.524443,1.350018,0.838922,-3.563138,-0.928637,-0.337534,0.153960,Walking
1234.180000,0.020020,-9.287500,-3.973199,3.388969,1.340415,0.819652,-3.484157,1.344712,0.829774,-3.524443,-0.924857,-0.353478,0.140332,Walking
1234.200000,0.020020,-9.131284,-4.113310,3.479675,1.339463,0.807438,-3.438600,1.340415,0.819652,-3.484157,-0.925965,-0.357106,0.122734,Walking
1234.220000,0.020020,-9.090326,-4.039482,3.323903,1.340568,0.794753,-3.392035,1.339463,0.807438,-3.438600,-0.932266,-0.347178,0.101727,Walking
1234.240000,0.020020,-9.006136,-3.877155,3.186000,1.345170,0.781532,-3.343546,1.340568,0.794753,-3.392035,-0.941494,-0.327910,0.077873,Walking
1234.260000,0.020020,-8.966115,-3.542208,2.968596,1.352637,0.769975,-3.293655,1.345170,0.781532,-3.343546,-0.951996,-0.302234,0.048567,Walking
1234.280000,0.020020,-8.967982,-3.231537,2.663621,1.361797,0.759662,-3.242934,1.352637,0.769975,-3.293655,-0.960808,-0.276898,0.013258,Walking
1234.300000,0.019897,-8.868524,-2.800049,2.320487,1.373734,0.754619,-3.190485,1.361797,0.759662,-3.242934,-0.965183,-0.259592,-0.032156,Walking
1234.320000,0.020020,-8.872342,-2.601228,1.811620,1.385272,0.752383,-3.136759,1.373734,0.754619,-3.190485,-0.963169,-0.253776,-0.088896,Walking
1234.340000,0.020020,-8.769245,-2.413085,1.225359,1.397065,0.754543,-3.081849,1.385272,0.752383,-3.136759,-0.953955,-0.256983,-0.154689,Walking
1234.360000,0.020020,-8.645447,-2.298780,0.495209,1.408008,0.760445,-3.027102,1.397065,0.754543,-3.081849,-0.937011,-0.264380,-0.228285,Walking
1234.380000,0.020020,-8.390219,-2.248390,-0.276403,1.419476,0.768298,-2.972822,1.408008,0.760445,-3.027102,-0.913667,-0.269179,-0.304558,Walking
1234.400000,0.020020,-8.235349,-2.031876,-1.063591,1.428833,0.779620,-2.919875,1.419476,0.768298,-2.972822,-0.887128,-0.264774,-0.378018,Walking
1234.420000,0.019897,-7.922485,-1.850716,-1.779436,1.439108,0.791555,-2.868515,1.428833,0.779620,-2.919875,-0.860235,-0.249802,-0.444517,Walking
1234.440000,0.020020,-7.684082,-1.582905,-2.453913,1.449200,0.804673,-2.819197,1.439108,0.791555,-2.868515,-0.834675,-0.228153,-0.501263,Walking
1234.460000,0.020020,-7.402690,-1.330759,-3.014768,1.460303,0.818101,-2.771907,1.449200,0.804673,-2.819197,-0.811142,-0.204023,-0.548108,Walking
1234.480000,0.020020,-7.146227,-1.096591,-3.482672,1.472032,0.831702,-2.726110,1.460303,0.818101,-2.771907,-0.788185,-0.181036,-0.588209,Walking
1234.500000,0.020020,-6.788399,-0.984990,-3.983469,1.486028,0.843764,-2.683013,1.472032,0.831702,-2.726110,-0.763254,-0.161827,-0.625504,Walking
1234.520000,0.020020,-6.455718,-0.884195,-4.412350,1.500943,0.854771,-2.641097,1.486028,0.843764,-2.683013,-0.734020,-0.146177,-0.663210,Walking
1234.540000,0.019897,-6.018578,-0.842034,-4.876862,1.517516,0.863591,-2.600797,1.500943,0.854771,-2.641097,-0.698418,-0.131021,-0.703595,Walking
1234.560000,0.020020,-5.553680,-0.829867,-5.351791,1.535238,0.869569,-2.561503,1.517516,0.863591,-2.600797,-0.656365,-0.115035,-0.745622,Walking
1234.580000,0.020020,-5.081114,-0.720404,-5.796480,1.553358,0.874297,-2.523141,1.535238,0.869569,-2.561503,-0.610218,-0.097507,-0.786210,Walking
1234.600000,0.020020,-4.677497,-0.777106,-6.250986,1.570745,0.874603,-2.487067,1.553358,0.874297,-2.523141,-0.565341,-0.080776,-0.820893,Walking
1234.620000,0.020020,-4.342043,-0.682898,-6.588179,1.587135,0.874028,-2.452453,1.570745,0.874603,-2.487067,-0.526068,-0.066682,-0.847825,Walking
