count,delta,accelx,accely,accelz,pos1x,pos1y,pos1z,pos2x,pos2y,pos2z,gforcex,gforcey,gforcez,movementType
537.100000,0.019959,-9.614816,-1.615595,-1.082768,1.274298,0.901669,-3.694322,1.274298,0.901685,-3.694422,-0.980107,-0.164607,-0.110887,Transition
537.120000,0.020020,-9.444722,-1.779905,-0.256125,1.277011,0.900291,-3.674707,1.274298,0.901669,-3.694322,-0.976579,-0.174419,-0.125984,Walking
537.140000,0.020020,-8.756678,-2.002121,-0.797143,1.292016,0.898281,-3.660625,1.277011,0.900291,-3.674707,-0.969032,-0.193854,-0.152965,Walking
537.160000,0.019959,-8.622759,-2.224230,-0.963766,1.308229,0.895415,-3.645956,1.292016,0.898281,-3.660625,-0.961784,-0.212096,-0.173165,Walking
537.180000,0.020020,-8.496840,-2.433955,-1.059433,1.325752,0.891625,-3.630463,1.308229,0.895415,-3.645956,-0.955364,-0.228809,-0.186883,Walking
537.200000,0.020020,-8.380993,-2.620025,-1.087225,1.344587,0.886947,-3.614007,1.325752,0.891625,-3.630463,-0.950237,-0.243257,-0.194618,Walking
537.220000,0.019959,-8.266886,-2.800359,-1.018388,1.364957,0.880857,-3.595672,1.344587,0.886947,-3.614007,-0.946740,-0.254354,-0.197454,Walking
537.240000,0.020020,-8.195374,-2.914071,-0.938341,1.386492,0.873801,-3.575838,1.364957,0.880857,-3.595672,-0.945063,-0.261124,-0.196648,Walking
537.260000,0.020020,-8.142803,-2.989355,-0.782305,1.409123,0.865539,-3.553491,1.386492,0.873801,-3.575838,-0.945281,-0.262658,-0.193531,Walking
537.280000,0.019959,-8.164853,-2.986447,-0.484423,1.431825,0.856255,-3.526651,1.409123,0.865539,-3.553491,-0.948249,-0.257013,-0.186464,Walking
537.300000,0.020020,-8.227934,-2.885194,-0.208209,1.454565,0.846161,-3.496814,1.431825,0.856255,-3.526651,-0.954521,-0.242710,-0.173153,Walking
537.320000,0.020020,-8.409901,-2.675218,0.455919,1.475735,0.835129,-3.458721,1.454565,0.846161,-3.496814,-0.965071,-0.216530,-0.147489,Walking
537.340000,0.019959,-8.689048,-2.375824,0.722276,1.493678,0.823124,-3.422839,1.475735,0.835129,-3.458721,-0.977378,-0.180866,-0.109636,Walking
537.360000,0.020020,-9.190485,-1.861326,1.344739,1.503560,0.814212,-3.382503,1.493678,0.823124,-3.422839,-0.987165,-0.144362,-0.068308,Walking
537.380000,0.020020,-9.663143,-1.412647,1.793456,1.505124,0.808415,-3.340877,1.503560,0.814212,-3.382503,-0.992998,-0.114483,-0.029134,Walking
537.400000,0.019959,-9.740747,-1.190209,2.211277,1.505653,0.802899,-3.297764,1.505124,0.808415,-3.340877,-0.995638,-0.093150,0.005211,Walking
537.420000,0.020020,-9.807368,-0.908534,2.808062,1.505005,0.800158,-3.247557,1.505653,0.802899,-3.297764,-0.996432,-0.078658,0.030597,Walking
537.440000,0.020020,-9.848312,-0.745486,3.016182,1.503544,0.798877,-3.196448,1.505005,0.800158,-3.247557,-0.996466,-0.069467,0.047221,Walking
537.460000,0.019959,-9.917780,-0.554601,3.228461,1.500646,0.800423,-3.143527,1.503544,0.798877,-3.196448,-0.996188,-0.064431,0.058807,Walking
537.480000,0.020020,-9.962665,-0.466124,3.201977,1.496772,0.803977,-3.091849,1.500646,0.800423,-3.143527,-0.995838,-0.065613,0.063264,Walking
537.500000,0.020020,-9.954889,-0.487994,3.166657,1.492989,0.808305,-3.040592,1.496772,0.803977,-3.091849,-0.995504,-0.071782,0.061807,Walking
537.520000,0.019959,-10.039620,-0.515845,3.048358,1.487421,0.814917,-2.989700,1.492989,0.808305,-3.040592,-0.994968,-0.086355,0.050808,Walking
537.540000,0.020020,-9.976666,-0.717680,2.828756,1.482826,0.821996,-2.938794,1.487421,0.814917,-2.989700,-0.993592,-0.109201,0.029150,Walking
537.560000,0.020020,-9.866499,-0.880521,2.666157,1.479857,0.831171,-2.885038,1.482826,0.821996,-2.938794,-0.990641,-0.136477,-0.001938,Walking
537.580000,0.020020,-9.751797,-1.131303,2.363328,1.478049,0.841466,-2.829146,1.479857,0.831171,-2.885038,-0.984862,-0.167742,-0.043688,Walking
537.600000,0.019959,-9.607540,-1.421736,1.945244,1.477276,0.852323,-2.772364,1.478049,0.841466,-2.829146,-0.975416,-0.200379,-0.091719,Walking
537.620000,0.020020,-9.487432,-1.646047,1.518926,1.476141,0.865405,-2.713573,1.477276,0.852323,-2.772364,-0.961337,-0.234405,-0.144520,Walking
537.640000,0.020020,-9.202858,-1.953484,0.972145,1.476902,0.879127,-2.654684,1.476141,0.865405,-2.713573,-0.941984,-0.269003,-0.200758,Walking
537.660000,0.019959,-8.839545,-2.213260,0.431332,1.480026,0.894316,-2.595347,1.476902,0.879127,-2.654684,-0.917032,-0.303190,-0.259092,Walking
537.680000,0.020020,-8.477408,-2.543772,-0.114515,1.484167,0.910017,-2.535148,1.480026,0.894316,-2.595347,-0.885248,-0.339247,-0.318195,Walking
537.700000,0.020020,-8.052255,-2.870643,-0.694970,1.489248,0.926630,-2.475363,1.484167,0.910017,-2.535148,-0.846691,-0.377216,-0.375262,Walking
537.720000,0.019959,-7.633874,-3.402910,-1.298607,1.494000,0.940428,-2.417777,1.489248,0.926630,-2.475363,-0.802444,-0.417357,-0.426494,Walking
537.740000,0.020020,-7.122548,-3.859656,-1.857928,1.499298,0.953306,-2.362384,1.494000,0.940428,-2.417777,-0.753027,-0.459011,-0.471444,Walking
537.760000,0.020020,-6.592383,-4.367182,-2.324934,1.504360,0.964211,-2.308327,1.499298,0.953306,-2.362384,-0.697779,-0.500705,-0.512249,Walking
537.780000,0.019959,-6.038937,-4.885695,-2.793070,1.508407,0.973207,-2.256965,1.504360,0.964211,-2.308327,-0.636262,-0.543979,-0.547045,Walking
537.800000,0.020020,-5.392508,-5.358366,-3.162571,1.512199,0.981271,-2.207230,1.508407,0.973207,-2.256965,-0.569004,-0.587274,-0.575626,Walking
537.820000,0.020020,-4.748410,-5.986701,-3.526302,1.514987,0.984951,-2.160627,1.512199,0.981271,-2.207230,-0.498232,-0.629004,-0.596757,Walking
537.840000,0.019959,-4.050363,-6.399735,-3.717488,1.517809,0.987754,-2.115252,1.514987,0.984951,-2.160627,-0.427293,-0.666686,-0.610697,Walking
537.860000,0.020020,-3.426111,-6.791043,-3.901536,1.520056,0.988763,-2.071732,1.517809,0.987754,-2.115252,-0.360691,-0.697395,-0.619308,Walking
537.880000,0.020020,-2.931230,-7.106178,-4.085686,1.521335,0.987920,-2.031154,1.520056,0.988763,-2.071732,-0.305313,-0.720091,-0.623099,Walking
537.900000,0.019959,-2.526238,-7.315701,-4.164759,1.522100,0.986061,-1.992065,1.521335,0.987920,-2.031154,-0.261420,-0.736242,-0.624185,Walking
537.920000,0.020020,-2.383696,-7.521475,-4.462009,1.521012,0.981874,-1.959061,1.522100,0.986061,-1.992065,-0.237451,-0.745397,-0.622897,Walking
537.940000,0.020020,-2.341002,-7.592656,-4.443698,1.520331,0.976914,-1.926302,1.521012,0.981874,-1.959061,-0.235164,-0.748712,-0.619781,Walking
537.960000,0.019959,-2.447951,-7.630693,-4.402978,1.520302,0.971144,-1.893845,1.520331,0.976914,-1.926302,-0.249389,-0.748384,-0.614595,Walking
537.980000,0.020020,-2.745600,-7.608893,-4.448902,1.520947,0.964915,-1.864029,1.520302,0.971144,-1.893845,-0.283162,-0.743908,-0.605327,Walking
538.000000,0.020020,-3.199056,-7.531387,-4.386178,1.521513,0.958832,-1.835823,1.520947,0.964915,-1.864029,-0.328982,-0.736750,-0.590737,Walking
538.020000,0.019959,-3.713334,-7.521643,-4.371785,1.522686,0.950767,-1.811331,1.521513,0.958832,-1.835823,-0.384515,-0.725540,-0.570737,Walking
538.040000,0.020020,-4.325051,-7.329950,-4.211223,1.523479,0.943467,-1.788445,1.522686,0.950767,-1.811331,-0.444921,-0.710024,-0.545812,Walking
538.060000,0.020020,-4.885780,-7.151065,-4.120812,1.524599,0.936104,-1.769249,1.523479,0.943467,-1.788445,-0.503744,-0.691463,-0.517804,Walking
538.080000,0.020020,-5.409284,-6.887623,-3.989850,1.526000,0.929596,-1.752807,1.524599,0.936104,-1.769249,-0.558540,-0.668963,-0.490430,Walking
538.100000,0.019959,-5.847466,-6.622157,-3.825555,1.528287,0.923360,-1.737965,1.526000,0.929596,-1.752807,-0.607751,-0.643192,-0.465771,Walking
538.120000,0.020020,-6.310065,-6.341063,-3.973467,1.529241,0.917505,-1.729723,1.528287,0.923360,-1.737965,-0.648087,-0.616577,-0.447008,Walking
538.140000,0.020020,-6.653610,-6.117532,-3.911925,1.530017,0.910875,-1.723182,1.529241,0.917505,-1.729723,-0.682199,-0.589843,-0.432076,Walking
538.160000,0.019959,-7.037051,-5.916579,-3.901536,1.530142,0.902318,-1.719951,1.530017,0.910875,-1.723182,-0.717972,-0.559413,-0.414214,Walking
538.180000,0.020020,-7.294380,-5.557908,-3.680493,1.532161,0.894365,-1.716318,1.530142,0.902318,-1.719951,-0.753845,-0.526060,-0.393673,Walking
538.200000,0.020020,-7.559367,-5.188794,-3.478303,1.535468,0.887157,-1.713080,1.532161,0.894365,-1.716318,-0.787419,-0.492226,-0.371058,Walking
